"13rb -- Sähkön hinta kuluttajatyypeittäin, 2008M01-2024M06"

"Kuukausi";"Hintakomponentti";"Sähkön kuluttajatyyppi";"Hinta, vuosimuutos (%)"
"2017M03";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";-8.1
"2017M03";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";-5.6
"2017M03";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";-2.4
"2017M03";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";15.8
"2017M04";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";0.5
"2017M04";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";-5.1
"2017M04";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";-7.6
"2017M04";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";-6.8
"2017M04";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";2.0
"2017M04";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";11.4
"2017M05";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";-1.3
"2017M05";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";-5.2
"2017M05";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";-8.3
"2017M05";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";-7.1
"2017M05";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";0.2
"2017M05";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";5.3
"2017M06";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";-7.1
"2017M06";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";-5.4
"2017M06";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";-9.3
"2017M06";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";-8.3
"2017M06";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";-9.0
"2017M06";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";-9.0
"2017M07";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";-9.3
"2017M07";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";-6.0
"2017M07";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";-9.1
"2017M07";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";-9.2
"2017M07";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";-4.1
"2017M07";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";-6.1
"2017M08";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";-5.2
"2017M08";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";-4.8
"2017M08";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";-6.9
"2017M08";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";-7.0
"2017M08";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";-4.1
"2017M08";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";1.6
"2017M09";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";-1.7
"2017M09";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";-4.3
"2017M09";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";-6.0
"2017M09";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";-5.1
"2017M09";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";-1.5
"2017M09";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";2.1
"2017M10";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";-5.0
"2017M10";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";-4.8
"2017M10";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";-7.9
"2017M10";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";-5.5
"2017M10";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";-3.2
"2017M10";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";-4.3
"2017M11";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";-5.4
"2017M11";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";-6.3
"2017M11";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";-9.6
"2017M11";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";-7.9
"2017M11";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";-11.3
"2017M11";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";-12.4
"2017M12";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";-8.6
"2017M12";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";-5.4
"2017M12";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";-7.9
"2017M12";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";-8.0
"2017M12";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";-8.1
"2017M12";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";-14.4
"2018M01";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";0.1
"2018M01";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";-2.6
"2018M01";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";-3.3
"2018M01";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";-2.1
"2018M01";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";-3.3
"2018M01";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";-5.5
"2018M02";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";1.2
"2018M02";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";-1.1
"2018M02";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";-0.7
"2018M02";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";0.9
"2018M02";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";5.0
"2018M02";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";1.9
"2018M03";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";4.8
"2018M03";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";0.8
"2018M03";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";2.9
"2018M03";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";3.6
"2018M03";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";8.1
"2018M03";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";10.1
"2018M04";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";2.6
"2018M04";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";-0.5
"2018M04";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";1.7
"2018M04";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";2.4
"2018M04";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";2.9
"2018M04";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";8.5
"2018M05";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";5.0
"2018M05";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";1.8
"2018M05";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";2.5
"2018M05";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";1.9
"2018M05";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";4.8
"2018M05";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";-3.6
"2018M06";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";3.3
"2018M06";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";0.8
"2018M06";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";1.4
"2018M06";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";2.4
"2018M06";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";7.2
"2018M06";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";6.7
"2018M07";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";6.5
"2018M07";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";3.1
"2018M07";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";4.2
"2018M07";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";5.4
"2018M07";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";6.1
"2018M07";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";9.2
"2018M08";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";5.4
"2018M08";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";3.8
"2018M08";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";3.2
"2018M08";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";4.7
"2018M08";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";6.6
"2018M08";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";2.0
"2018M09";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";4.6
"2018M09";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";2.9
"2018M09";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";3.5
"2018M09";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";0.6
"2018M09";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";8.5
"2018M09";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";-8.7
"2018M10";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";7.3
"2018M10";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";4.0
"2018M10";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";4.6
"2018M10";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";-0.5
"2018M10";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";7.9
"2018M10";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";-12.4
"2018M11";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";13.0
"2018M11";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";9.1
"2018M11";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";7.1
"2018M11";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";4.8
"2018M11";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";17.7
"2018M11";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";0.1
"2018M12";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";18.0
"2018M12";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";8.9
"2018M12";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";8.5
"2018M12";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";5.1
"2018M12";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";20.1
"2018M12";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";-0.4
"2019M01";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";13.2
"2019M01";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";14.5
"2019M01";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";12.9
"2019M01";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";13.8
"2019M01";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";13.5
"2019M01";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";20.5
"2019M02";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";11.3
"2019M02";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";13.5
"2019M02";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";11.8
"2019M02";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";9.9
"2019M02";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";9.8
"2019M02";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";5.8
"2019M03";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";12.0
"2019M03";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";12.2
"2019M03";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";4.7
"2019M03";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";-0.5
"2019M03";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";-1.6
"2019M03";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";-6.3
"2019M04";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";6.8
"2019M04";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";7.3
"2019M04";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";2.2
"2019M04";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";0.0
"2019M04";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";-0.5
"2019M04";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";-4.8
"2019M05";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";5.7
"2019M05";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";4.3
"2019M05";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";1.5
"2019M05";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";-1.2
"2019M05";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";4.0
"2019M05";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";12.1
"2019M06";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";4.3
"2019M06";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";3.0
"2019M06";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";0.9
"2019M06";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";-1.2
"2019M06";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";-0.9
"2019M06";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";-6.8
"2019M07";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";2.5
"2019M07";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";3.3
"2019M07";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";1.1
"2019M07";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";-8.7
"2019M07";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";3.3
"2019M07";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";5.2
"2019M08";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";5.3
"2019M08";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";3.1
"2019M08";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";1.3
"2019M08";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";-5.9
"2019M08";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";1.3
"2019M08";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";2.9
"2019M09";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";6.2
"2019M09";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";4.9
"2019M09";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";4.6
"2019M09";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";3.4
"2019M09";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";2.9
"2019M09";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";16.5
"2019M10";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";3.8
"2019M10";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";3.1
"2019M10";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";3.1
"2019M10";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";6.8
"2019M10";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";3.6
"2019M10";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";18.7
"2019M11";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";0.7
"2019M11";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";1.9
"2019M11";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";3.3
"2019M11";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";0.9
"2019M11";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";-1.4
"2019M11";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";6.6
"2019M12";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";-2.7
"2019M12";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";-5.1
"2019M12";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";-3.1
"2019M12";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";-1.2
"2019M12";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";-8.4
"2019M12";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";3.7
"2020M01";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";-2.9
"2020M01";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";-9.1
"2020M01";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";-10.4
"2020M01";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";-11.9
"2020M01";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";-9.6
"2020M01";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";-24.5
"2020M02";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";-1.0
"2020M02";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";-9.1
"2020M02";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";-9.8
"2020M02";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";-10.5
"2020M02";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";-23.6
"2020M02";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";-27.0
"2020M03";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";-3.2
"2020M03";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";-9.2
"2020M03";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";-6.6
"2020M03";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 2 000 - 19 999 MWh";-6.9
"2020M03";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 000 - 69 999 MWh";-12.6
"2020M03";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 70 000 - 150 000 MWh";-20.0
"2020M04";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus < 20 MWh";-0.3
"2020M04";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 20 - 499 MWh";-4.1
"2020M04";"Sähköenergia (veroton)";"Yritys- ja yhteisöasiakas, vuosikulutus 500 - 1 999 MWh";-1.8
